      112	2018-04-02 07:53:49	1	0	1	0
      103	2018-04-02 08:58:32	1	0	1	0
      110	2018-04-02 09:05:24	1	0	1	0
      111	2018-04-02 09:05:30	1	0	1	0
      114	2018-04-02 11:52:22	1	0	1	0
      115	2018-04-02 11:52:27	1	0	1	0
      118	2018-04-02 12:23:41	1	0	1	0
      116	2018-04-02 12:49:14	1	0	1	0
      117	2018-04-02 13:16:35	1	0	1	0
      120	2018-04-03 06:52:51	1	0	1	0
      116	2018-04-03 06:53:57	1	0	1	0
      102	2018-04-03 06:56:31	1	0	1	0
      114	2018-04-03 06:57:54	1	0	1	0
      113	2018-04-03 07:03:52	1	0	1	0
      107	2018-04-03 07:08:35	1	0	1	0
      112	2018-04-03 07:11:01	1	0	1	0
      118	2018-04-03 07:19:17	1	0	1	0
      104	2018-04-03 07:19:41	1	0	1	0
      103	2018-04-03 08:40:45	1	0	1	0
      110	2018-04-03 08:53:39	1	0	1	0
      100	2018-04-03 14:48:41	1	0	1	0
      100	2018-04-03 14:51:13	1	0	1	0
      500	2018-04-03 15:11:51	1	0	1	0
       42	2018-04-03 15:12:09	1	0	1	0
      121	2018-04-03 17:07:00	1	0	1	0
      121	2018-04-03 17:07:04	1	0	1	0
      122	2018-04-03 17:09:31	1	0	1	0
      122	2018-04-03 17:09:38	1	0	1	0
      123	2018-04-03 17:11:53	1	0	1	0
      123	2018-04-03 17:11:55	1	0	1	0
      124	2018-04-03 17:13:03	1	0	1	0
      124	2018-04-03 17:13:07	1	0	1	0
      125	2018-04-03 17:14:34	1	0	1	0
      125	2018-04-03 17:14:39	1	0	1	0
      126	2018-04-03 17:16:01	1	0	1	0
      126	2018-04-03 17:16:06	1	0	1	0
      127	2018-04-03 17:17:19	1	0	1	0
      127	2018-04-03 17:17:25	1	0	1	0
      128	2018-04-03 17:19:13	1	0	1	0
      128	2018-04-03 17:19:29	1	0	1	0
      100	2018-04-03 17:19:40	1	0	1	0
      120	2018-04-03 17:19:44	1	0	1	0
      107	2018-04-03 17:24:15	1	0	1	0
      129	2018-04-03 17:35:12	1	0	1	0
      129	2018-04-03 17:35:17	1	0	1	0
      104	2018-04-03 17:36:00	1	0	1	0
      101	2018-04-03 17:36:52	1	0	1	0
      102	2018-04-03 17:39:44	1	0	1	0
      110	2018-04-03 17:40:45	1	0	1	0
      112	2018-04-03 17:40:55	1	0	1	0
      117	2018-04-03 17:56:36	1	0	1	0
      115	2018-04-03 17:56:49	1	0	1	0
      113	2018-04-03 17:56:56	1	0	1	0
      103	2018-04-03 17:57:03	1	0	1	0
      116	2018-04-03 17:57:09	1	0	1	0
      114	2018-04-03 18:10:12	1	0	1	0
      105	2018-04-03 18:10:58	1	0	1	0
      129	2018-04-04 07:26:09	1	0	1	0
      125	2018-04-04 07:26:22	1	0	1	0
      120	2018-04-04 07:26:30	1	0	1	0
      126	2018-04-04 07:26:37	1	0	1	0
      127	2018-04-04 07:26:45	1	0	1	0
      110	2018-04-04 07:28:27	1	0	1	0
      110	2018-04-04 07:28:43	1	0	1	0
      121	2018-04-04 07:29:22	1	0	1	0
      116	2018-04-04 07:33:00	1	0	1	0
      124	2018-04-04 07:33:58	1	0	1	0
      123	2018-04-04 07:39:40	1	0	1	0
      104	2018-04-04 07:39:49	1	0	1	0
      122	2018-04-04 07:43:25	1	0	1	0
      119	2018-04-04 07:46:18	1	0	1	0
      112	2018-04-04 08:02:23	1	0	1	0
      105	2018-04-04 08:02:26	1	0	1	0
      107	2018-04-04 08:02:31	1	0	1	0
      128	2018-04-04 08:03:45	1	0	1	0
      106	2018-04-04 08:14:53	1	0	1	0
      103	2018-04-04 08:19:24	1	0	1	0
      114	2018-04-04 09:00:58	1	0	1	0
      111	2018-04-04 09:01:06	1	0	1	0
      102	2018-04-04 09:01:12	1	0	1	0
      130	2018-04-04 13:27:11	1	0	1	0
      130	2018-04-04 13:27:16	1	0	1	0
      100	2018-04-04 17:02:40	1	0	1	0
      124	2018-04-04 17:02:51	1	0	1	0
      127	2018-04-04 17:02:58	1	0	1	0
      122	2018-04-04 17:03:07	1	0	1	0
      125	2018-04-04 17:03:13	1	0	1	0
      123	2018-04-04 17:03:39	1	0	1	0
      121	2018-04-04 17:10:38	1	0	1	0
      104	2018-04-04 17:16:47	1	0	1	0
      120	2018-04-04 17:16:53	1	0	1	0
      107	2018-04-04 17:19:35	1	0	1	0
      110	2018-04-04 17:20:07	1	0	1	0
      106	2018-04-04 17:22:18	1	0	1	0
      128	2018-04-04 17:24:39	1	0	1	0
      114	2018-04-04 17:24:47	1	0	1	0
      126	2018-04-04 17:32:38	1	0	1	0
      112	2018-04-04 17:36:52	1	0	1	0
